Series Name,Series Year,Match Name,Match Venue & Date,Team 1 Score,Team 2 Score,Ball No,Over,Bowler Name,Batter Name,Ball Type,Shot Type,Speed of Ball,Runs Scored
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.14Priya,15,15.14Priya Mishra,Kapp,Unknown,boundary,N/A,4
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.6•Kanwar,14,14.6•Kanwar,Jonassen,Unknown,dot,N/A,0
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.54Kanwar,14,14.54Kanwar,Jonassen,Unknown,boundary,N/A,4
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.41Kanwar,14,14.41Kanwar,Kapp,Unknown,single,N/A,1
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.3•Kanwar,14,14.3•Kanwar,Kapp,Unknown,dot,N/A,0
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.22Kanwar,14,14.22Kanwar,Kapp,Unknown,double,N/A,2
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.1•Kanwar,14,14.1•Kanwar,Kapp,Unknown,dot,N/A,0
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.61Gautam,13,13.61Gautam,Kapp,Unknown,single,N/A,1
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.5•Gautam,13,13.5•Gautam,Kapp,Unknown,dot,N/A,0
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.41Gautam,13,13.41Gautam,Jonassen,Unknown,single,N/A,1
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.32Gautam,13,13.32Gautam,Jonassen,Unknown,double,N/A,2
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.21Gautam,13,13.21Gautam,Kapp,Unknown,single,N/A,1
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.1WGautam,13,13.1WGautam,Sutherland,Unknown,other,N/A,unknown
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.6•Kanwar,12,12.6•Kanwar,Jonassen,Unknown,dot,N/A,0
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.51Kanwar,12,12.51Kanwar,Sutherland,Unknown,single,N/A,1
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.4WKanwar,12,12.4WKanwar,Rodrigues,Unknown,other,N/A,unknown
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.3•Kanwar,12,12.3•Kanwar,Rodrigues,Unknown,dot,N/A,0
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.21Kanwar,12,12.21Kanwar,Jonassen,Unknown,single,N/A,1
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.14Kanwar,12,12.14Kanwar,Jonassen,Unknown,boundary,N/A,4
IPL 2021,1249214,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.6•Gardner,11,11.6•Gardner,Rodrigues,Unknown,dot,N/A,0
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.41Schofield,11,11.41Schofield,Gurkeerat,Unknown,single,N/A,1
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.36Schofield,11,11.36Schofield,Gurkeerat,Unknown,boundary,N/A,6
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.24Schofield,11,11.24Schofield,Gurkeerat,Unknown,boundary,N/A,4
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.14Schofield,11,11.14Schofield,Gurkeerat,Unknown,boundary,N/A,4
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.61Schofield,9,9.61Schofield,Gurkeerat,Unknown,single,N/A,1
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.51Schofield,9,9.51Schofield,Yuvraj,Unknown,single,N/A,1
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.4•Schofield,9,9.4•Schofield,Yuvraj,Unknown,dot,N/A,0
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.3•Schofield,9,9.3•Schofield,Yuvraj,Unknown,dot,N/A,0
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.24Schofield,9,9.24Schofield,Yuvraj,Unknown,boundary,N/A,4
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.11Schofield,9,9.11Schofield,Gurkeerat,Unknown,single,N/A,1
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,8.6•Bresnan,8,8.6•Bresnan,Yuvraj,Unknown,dot,N/A,0
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,8.52Bresnan,8,8.52Bresnan,Yuvraj,Unknown,double,N/A,2
IPL 2021,1249214,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,8.41Bresnan,8,8.41Bresnan,Gurkeerat,Unknown,single,N/A,1
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.61Young,17,17.61Young,Masakadza,Unknown,single,N/A,1
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.51Young,17,17.51Young,Musekiwa,Unknown,single,N/A,1
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.42Young,17,17.42Young,Musekiwa,Unknown,double,N/A,2
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.31Young,17,17.31Young,Masakadza,Unknown,single,N/A,1
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.24Young,17,17.24Young,Masakadza,Unknown,boundary,N/A,4
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.1WYoung,17,17.1WYoung,Munyonga,Unknown,other,N/A,unknown
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.6•Hand,16,16.6•Hand,Musekiwa,Unknown,dot,N/A,0
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.5•Hand,16,16.5•Hand,Musekiwa,Unknown,dot,N/A,0
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.4•Hand,16,16.4•Hand,Musekiwa,Unknown,dot,N/A,0
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.41wHand,16,16.41wHand,Musekiwa,Unknown,other,N/A,unknown
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.41nbHand,16,16.41nbHand,Musekiwa,Unknown,other,N/A,unknown
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.32Hand,16,16.32Hand,Musekiwa,Unknown,double,N/A,2
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.24Hand,16,16.24Hand,Musekiwa,Unknown,boundary,N/A,4
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.1•Hand,16,16.1•Hand,Musekiwa,Unknown,dot,N/A,0
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.62Little,15,15.62Little,Munyonga,Unknown,double,N/A,2
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.52Little,15,15.52Little,Munyonga,Unknown,double,N/A,2
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.41Little,15,15.41Little,Musekiwa,Unknown,single,N/A,1
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.36Little,15,15.36Little,Musekiwa,Unknown,boundary,N/A,6
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.21lbLittle,15,15.21lbLittle,Munyonga,Unknown,other,N/A,unknown
IPL 2021,1249214,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.12Little,15,15.12Little,Munyonga,Unknown,double,N/A,2
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.61Dwayne,19,19.61Dwayne Bravo,Ferguson,Unknown,single,N/A,1
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.5WDwayne,19,19.5WDwayne Bravo,Shivam Mavi,Unknown,other,N/A,unknown
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.4•Dwayne,19,19.4•Dwayne Bravo,Shivam Mavi,Unknown,dot,N/A,0
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.31Dwayne,19,19.31Dwayne Bravo,Ferguson,Unknown,single,N/A,1
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.21Dwayne,19,19.21Dwayne Bravo,Shivam Mavi,Unknown,single,N/A,1
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.1•Dwayne,19,19.1•Dwayne Bravo,Shivam Mavi,Unknown,dot,N/A,0
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.6•Thakur,18,18.6•Thakur,Ferguson,Unknown,dot,N/A,0
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.56Thakur,18,18.56Thakur,Ferguson,Unknown,boundary,N/A,6
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.42Thakur,18,18.42Thakur,Ferguson,Unknown,double,N/A,2
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.41wThakur,18,18.41wThakur,Ferguson,Unknown,other,N/A,unknown
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.41wThakur,18,18.41wThakur,Ferguson,Unknown,other,N/A,unknown
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.45nbThakur,18,18.45nbThakur,Ferguson,Unknown,boundary,N/A,4
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.3•Thakur,18,18.3•Thakur,Ferguson,Unknown,dot,N/A,0
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.21Thakur,18,18.21Thakur,Shivam Mavi,Unknown,single,N/A,1
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.21wThakur,18,18.21wThakur,Shivam Mavi,Unknown,other,N/A,unknown
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.1•Thakur,18,18.1•Thakur,Shivam Mavi,Unknown,dot,N/A,0
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.61Dwayne,17,17.61Dwayne Bravo,Shivam Mavi,Unknown,single,N/A,1
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.56Dwayne,17,17.56Dwayne Bravo,Shivam Mavi,Unknown,boundary,N/A,6
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.46Dwayne,17,17.46Dwayne Bravo,Shivam Mavi,Unknown,boundary,N/A,6
IPL 2021,1249214,"CSK vs KKR, Final at Dubai, IPL, Oct 15 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.34Dwayne,17,17.34Dwayne Bravo,Shivam Mavi,Unknown,boundary,N/A,4
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.56Ashwin,19,19.56Ashwin,Tripathi,Unknown,boundary,N/A,6
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.4WAshwin,19,19.4WAshwin,Narine,Unknown,other,N/A,unknown
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.3WAshwin,19,19.3WAshwin,Shakib,Unknown,other,N/A,unknown
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.2•Ashwin,19,19.2•Ashwin,Shakib,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.11Ashwin,19,19.11Ashwin,Tripathi,Unknown,single,N/A,1
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.6WNortje,18,18.6WNortje,Morgan,Unknown,other,N/A,unknown
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.5•Nortje,18,18.5•Nortje,Morgan,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.4•Nortje,18,18.4•Nortje,Morgan,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.31Nortje,18,18.31Nortje,Tripathi,Unknown,single,N/A,1
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.2•Nortje,18,18.2•Nortje,Tripathi,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.12Nortje,18,18.12Nortje,Tripathi,Unknown,double,N/A,2
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.6WRabada,17,17.6WRabada,Karthik,Unknown,other,N/A,unknown
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.51Rabada,17,17.51Rabada,Tripathi,Unknown,single,N/A,1
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.4•Rabada,17,17.4•Rabada,Tripathi,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.3•Rabada,17,17.3•Rabada,Tripathi,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.2•Rabada,17,17.2•Rabada,Tripathi,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.1•Rabada,17,17.1•Rabada,Tripathi,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.6•Avesh,16,16.6•Avesh Khan,Karthik,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.5•Avesh,16,16.5•Avesh Khan,Karthik,Unknown,dot,N/A,0
IPL 2021,1249214,"DC vs KKR, Qualifier 2 at Sharjah, IPL, Oct 13 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.4WAvesh,16,16.4WAvesh Khan,Gill,Unknown,other,N/A,unknown
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.41Christian,19,19.41Christian,Shakib,Unknown,single,N/A,1
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.31Christian,19,19.31Christian,Morgan,Unknown,single,N/A,1
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.21Christian,19,19.21Christian,Shakib,Unknown,single,N/A,1
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.14Christian,19,19.14Christian,Shakib,Unknown,boundary,N/A,4
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.6•Siraj,17,17.6•Siraj,Morgan,Unknown,dot,N/A,0
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.51Siraj,17,17.51Siraj,Shakib,Unknown,single,N/A,1
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.4WSiraj,17,17.4WSiraj,Karthik,Unknown,other,N/A,unknown
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.31Siraj,17,17.31Siraj,Morgan,Unknown,single,N/A,1
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.2WSiraj,17,17.2WSiraj,Narine,Unknown,other,N/A,unknown
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.11Siraj,17,17.11Siraj,Karthik,Unknown,single,N/A,1
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.61Harshal,16,16.61Harshal,Karthik,Unknown,single,N/A,1
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.5•Harshal,16,16.5•Harshal,Karthik,Unknown,dot,N/A,0
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.41lbHarshal,16,16.41lbHarshal,Narine,Unknown,other,N/A,unknown
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.3•Harshal,16,16.3•Harshal,Narine,Unknown,dot,N/A,0
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.21Harshal,16,16.21Harshal,Karthik,Unknown,single,N/A,1
IPL 2021,1249214,"RCB vs KKR, Eliminator at Sharjah, IPL, Oct 11 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.11Harshal,16,16.11Harshal,Narine,Unknown,single,N/A,1
IPL 2021,1249214,"DC vs CSK, Qualifier 1 at Dubai, IPL, Oct 10 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.44Tom,19,19.44Tom Curran,Dhoni,Unknown,boundary,N/A,4
IPL 2021,1249214,"DC vs CSK, Qualifier 1 at Dubai, IPL, Oct 10 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.41wTom,19,19.41wTom Curran,Dhoni,Unknown,other,N/A,unknown
IPL 2021,1249214,"DC vs CSK, Qualifier 1 at Dubai, IPL, Oct 10 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.34Tom,19,19.34Tom Curran,Dhoni,Unknown,boundary,N/A,4
IPL 2021,1249214,"DC vs CSK, Qualifier 1 at Dubai, IPL, Oct 10 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.24Tom,19,19.24Tom Curran,Dhoni,Unknown,boundary,N/A,4
IPL 2021,1249214,"DC vs CSK, Qualifier 1 at Dubai, IPL, Oct 10 2021 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.1WTom,19,19.1WTom Curran,Moeen Ali,Unknown,other,N/A,unknown
